instal;maquina;comb;dtini_oper;din_des;din_iniapur
IVX145;IVX145573;OD;28/06/2002;01/01/2005;
IVX145;IVX145574;OD;28/06/2002;01/01/2005;
IVX86;IVX86575;OD;29/06/2002;01/01/2005;
IVX296;IVX296576;OD;23/06/2002;01/01/2005;
IVX296;IVX296577;OD;23/06/2002;01/01/2005;
IVX129;IVX129578;OD;26/06/2002;01/01/2005;
IVX86;IVX86579;OD;29/06/2002;01/01/2005;
IVX129;IVX129580;OD;26/06/2002;01/01/2005;
IVX128;IVX128581;OD;09/06/2002;01/01/2005;
IVX145;IVX145582;OD;28/06/2002;01/01/2005;
IVX261;IVX261583;OD;06/07/2002;01/01/2005;
IVX261;IVX261584;OD;06/07/2002;01/01/2005;
IVX261;IVX261585;OD;06/07/2002;01/01/2005;
IVX261;IVX261586;OD;06/07/2002;01/01/2005;
IVX261;IVX261587;OD;06/07/2002;01/01/2005;
IVX261;IVX261588;OD;06/07/2002;01/01/2005;
IVX261;IVX261589;OD;06/07/2002;01/01/2005;
IVX261;IVX261590;OD;06/07/2002;01/01/2005;
IVX261;IVX261591;OD;06/07/2002;01/01/2005;
IVX261;IVX261592;OD;06/07/2002;01/01/2005;
IVX160;IVX160593;OD;28/05/2002;09/07/2004;
IVX164;IVX164594;OD;23/04/2002;09/07/2004;
IVX161;IVX161595;OD;21/04/2002;09/07/2004;
IVX165;IVX165596;OD;22/04/2002;09/07/2004;
IVX261;IVX261597;OD;06/07/2002;01/01/2005;
IVX163;IVX163598;OD;21/04/2002;09/07/2004;
IVX145;IVX145599;OD;28/06/2002;01/01/2005;
IVX145;IVX145600;OD;28/06/2002;01/01/2005;
IVX147;IVX147601;OD;21/06/2002;01/01/2006;
IVX147;IVX147602;OD;21/06/2002;01/01/2006;
IVX295;IVX295603;OD;08/08/2002;01/01/2006;
IVX295;IVX295604;OD;08/08/2002;01/01/2006;
IVX295;IVX295605;OD;08/08/2002;01/01/2006;
IVX295;IVX295606;OD;08/08/2002;01/01/2006;
IVX295;IVX295607;OD;08/08/2002;01/01/2006;
IVX295;IVX295608;OD;08/08/2002;01/01/2006;
IVX295;IVX295609;OD;08/08/2002;01/01/2006;
IVX236;IVX236610;OD;15/03/2002;01/01/2006;
IVX47;IVX47611;DO;16/07/2002;01/01/2006;
IVX47;IVX47612;DO;16/07/2002;01/01/2006;
IVX47;IVX47613;DO;16/07/2002;01/01/2006;
IVX145;IVX145614;OD;28/06/2002;01/01/2005;
IVX47;IVX47615;DO;16/07/2002;01/01/2006;
IVX175;IVX175616;OD;06/06/2002;01/01/2006;
IVX175;IVX175617;OD;06/06/2002;01/01/2006;
IVX158;IVX158618;DO;20/11/2002;01/07/2005;01/01/2005
IVX158;IVX158619;DO;20/11/2002;01/07/2005;01/01/2005
IVX204;IVX204620;OD;13/07/2002;01/01/2005;
IVX204;IVX204621;OD;13/07/2002;01/01/2005;
IVX204;IVX204622;OD;13/07/2002;01/01/2005;
IVX204;IVX204623;OD;13/07/2002;01/01/2005;
IVX204;IVX204624;OD;13/07/2002;01/01/2005;
IVX204;IVX204625;OD;13/07/2002;01/01/2005;
IVX204;IVX204626;OD;13/07/2002;01/01/2005;
IVX145;IVX145627;OD;28/06/2002;01/01/2005;
IVX145;IVX145628;OD;28/06/2002;01/01/2005;
IVX47;IVX47629;DO;16/07/2002;01/01/2006;
IVX147;IVX147630;OD;21/06/2002;01/01/2006;
IVX162;IVX162631;OD;22/04/2002;26/06/2003;
IVX159;IVX159632;OD;22/04/2002;09/07/2004;
IVX204;IVX204633;OD;13/07/2002;01/01/2005;
IVX145;IVX145634;OD;28/06/2002;01/01/2005;
IVX145;IVX145635;OD;28/06/2002;01/01/2005;
IVX86;IVX86636;OD;29/06/2002;01/01/2005;
IVX128;IVX128637;OD;09/06/2002;01/01/2005;
IVX261;IVX261638;OD;06/07/2002;01/01/2005;
IVX261;IVX261639;OD;06/07/2002;01/01/2005;
IVX165;IVX165640;OD;22/04/2002;09/07/2004;
IVX46;IVX46641;OD;17/04/2002;26/06/2003;
IVX169;IVX169642;OD;01/01/2008;01/01/2013;
IVX244;IVX244643;OD;01/01/2008;01/01/2013;
IVX74;IVX74644;DO;29/10/2002;01/01/2005;
IVX185;IVX185645;OD;16/07/2002;01/01/2006;
IVX47;IVX47646;DO;16/07/2002;01/01/2006;
IVX185;IVX185647;OD;16/07/2002;01/01/2006;
IVX185;IVX185648;OD;16/07/2002;01/01/2006;
IVX185;IVX185649;OD;16/07/2002;01/01/2006;
IVX174;IVX174650;OD;14/05/2002;01/01/2006;01/08/2005
IVX174;IVX174651;OD;14/05/2002;01/01/2006;01/02/2005
IVX174;IVX174652;OD;14/05/2002;01/01/2006;01/08/2005
IVX174;IVX174653;OD;14/05/2002;01/01/2006;01/09/2005
IVX174;IVX174654;OD;14/05/2002;01/01/2006;01/09/2005
IVX174;IVX174655;OD;14/05/2002;01/01/2006;01/07/2005
IVX174;IVX174656;OD;14/05/2002;01/01/2006;01/10/2005
IVX174;IVX174657;OD;14/05/2002;01/01/2006;01/03/2005
IVX174;IVX174658;OD;14/05/2002;01/01/2006;01/10/2005
IVX174;IVX174659;OD;14/05/2002;01/01/2006;01/05/2005
IVX174;IVX174660;OD;14/05/2002;01/01/2006;01/06/2005
IVX185;IVX185661;OD;16/07/2002;01/01/2006;
IVX162;IVX162662;OD;22/04/2002;26/06/2003;
IVX236;IVX236663;OD;15/03/2002;01/01/2006;
IVX147;IVX147664;OD;21/06/2002;01/01/2006;
IVX46;IVX46665;OD;17/04/2002;26/06/2003;
IVX46;IVX46666;OD;17/04/2002;26/06/2003;
IVX45;IVX45667;OD;20/04/2002;26/06/2003;
IVX45;IVX45668;OD;20/04/2002;26/06/2003;
IVX167;IVX167669;OD;26/05/2008;01/01/2013;
IVX166;IVX166670;OD;01/01/2008;01/01/2013;
IVX166;IVX166671;OD;01/01/2008;01/01/2013;
IVX169;IVX169672;OD;01/01/2008;01/01/2013;
IVX106;IVX106673;OD;01/01/2008;01/01/2013;
IVX344;IVX344674;OD;01/01/2008;01/01/2013;
IVX344;IVX344675;OD;01/01/2008;01/01/2013;
IVX38;IVX38676;OD;01/01/2008;01/01/2013;
IVX168;IVX168677;OD;01/01/2008;01/01/2013;
IVX295;IVX295678;OD;08/08/2002;01/01/2006;
IVX244;IVX244679;OD;01/01/2008;01/01/2013;
IVX245;IVX245680;OD;01/01/2008;01/01/2013;
IVX78;IVX78681;OD;26/05/2008;01/01/2013;
IVX78;IVX78682;OD;26/05/2008;01/01/2013;
IVX86;IVX86683;OD;29/06/2002;01/01/2005;
IVX74;IVX74684;DO;29/10/2002;01/01/2005;
IVX161;IVX161685;OD;21/04/2002;09/07/2004;
IVX307;IVX307686;MS;06/08/2002;16/05/2003;
IVX174;IVX174687;OD;14/05/2002;01/01/2006;01/12/2005
IVX262;IVX262688;OD;21/07/2002;01/01/2006;
IVX127;IVX127689;OD;05/08/2002;01/01/2006;
IVX127;IVX127690;OD;05/08/2002;01/01/2006;
IVX127;IVX127691;OD;05/08/2002;01/01/2006;
IVX239;IVX239692;OD;15/03/2002;01/01/2006;
IVX343;IVX343693;OD;26/05/2008;01/01/2013;
IVX174;IVX174694;OD;14/05/2002;01/01/2006;01/01/2005
IVX147;IVX147695;OD;21/06/2002;01/01/2006;
IVX147;IVX147696;OD;21/06/2002;01/01/2006;
IVX358;IVX358697;GS;14/07/2022;;14/07/2022
IVX358;IVX358698;GS;14/07/2022;;14/07/2022
IVX358;IVX358699;GS;14/07/2022;;14/07/2022
IVX357;IVX357700;GS;30/06/2022;30/06/2022;
IVX357;IVX357701;GS;29/06/2022;29/06/2022;
IVX357;IVX357702;GS;24/06/2022;24/06/2022;
IVX357;IVX357703;GS;23/06/2022;23/06/2022;
IVX357;IVX357704;GS;16/06/2022;16/06/2022;
IVX357;IVX357705;GS;16/06/2022;16/06/2022;
IVX357;IVX357706;GS;16/06/2022;16/06/2022;
IVX357;IVX357707;GS;16/06/2022;16/06/2022;
IVX357;IVX357708;GS;16/06/2022;16/06/2022;
IVX357;IVX357709;GS;22/06/2022;22/06/2022;
IVX358;IVX358710;GS;14/07/2022;;14/07/2022
IVX357;IVX357711;GS;16/06/2022;16/06/2022;
IVX357;IVX357712;GS;18/06/2022;18/06/2022;
IVX357;IVX357713;GS;16/06/2022;16/06/2022;
IVX356;IVX356714;GS;30/09/2022;;30/09/2022
IVX356;IVX356715;GS;30/09/2022;;30/09/2022
IVX356;IVX356716;GS;30/09/2022;;30/09/2022
IVX356;IVX356717;GS;30/09/2022;;30/09/2022
IVX356;IVX356718;GS;30/09/2022;;30/09/2022
IVX356;IVX356719;GS;30/09/2022;;30/09/2022
IVX356;IVX356720;GS;30/09/2022;;30/09/2022
IVX353;IVX353721;GS;30/09/2022;;30/09/2022
IVX353;IVX353722;GS;30/09/2022;;30/09/2022
IVX353;IVX353723;GS;30/09/2022;;30/09/2022
IVX353;IVX353724;GS;30/09/2022;;30/09/2022
IVX357;IVX357725;GS;18/06/2022;18/06/2022;
IVX353;IVX353726;GS;30/09/2022;;30/09/2022
IVX359;IVX359727;GS;23/07/2022;23/07/2022;
IVX359;IVX359728;GS;27/07/2022;27/07/2022;
IVX181;IVX181729;GS;20/07/2022;;20/07/2022
IVX359;IVX359730;GS;30/07/2022;;28/07/2022
IVX359;IVX359731;GS;23/07/2022;;23/07/2022
IVX361;IVX361732;GS;24/08/2022;;24/08/2022
IVX357;IVX357733;GS;16/06/2022;;16/06/2022
IVX363;IVX363734;DO;21/12/2022;04/10/2022;04/10/2022
IVX363;IVX363735;DO;21/12/2022;04/10/2022;04/10/2022
IVX363;IVX363736;DO;21/12/2022;04/10/2022;04/10/2022
IVX363;IVX363737;DO;21/12/2022;04/10/2022;04/10/2022
IVX363;IVX363738;DO;;04/10/2022;04/10/2022
IVX363;IVX363739;DO;;04/10/2022;04/10/2022
IVX363;IVX363740;OL;;04/10/2022;04/10/2022
IVX363;IVX363741;OL;;04/10/2022;04/10/2022
IVX359;IVX359742;GS;27/07/2022;27/07/2022;
IVX363;IVX363743;OL;;04/10/2022;04/10/2022
IVX363;IVX363744;OL;;04/10/2022;04/10/2022
IVX361;IVX361745;GS;03/09/2022;03/09/2022;
IVX361;IVX361746;GS;24/08/2022;24/08/2022;
IVX229;IVX229747;HD;30/09/2022;;30/09/2022
IVX181;IVX181748;GS;20/07/2022;20/07/2022;
IVX181;IVX181749;GS;21/07/2022;21/07/2022;
IVX181;IVX181750;GS;20/07/2022;20/07/2022;
IVX181;IVX181751;GS;20/07/2022;20/07/2022;
IVX359;IVX359752;GS;28/07/2022;28/07/2022;
IVX359;IVX359753;GS;30/07/2022;30/07/2022;
IVX359;IVX359754;GS;02/08/2022;02/08/2022;
IVX359;IVX359755;GS;27/07/2022;27/07/2022;
IVX359;IVX359756;GS;27/07/2022;27/07/2022;
IVX363;IVX363757;OL;;04/10/2022;04/10/2022
IVX147;IVX147758;OD;21/06/2002;01/01/2006;
IVX353;IVX353759;GS;30/09/2022;;30/09/2022
IVX354;IVX354760;GS;25/10/2022;;25/10/2022
IVX262;IVX262761;OD;21/07/2002;01/01/2006;
IVX262;IVX262762;OD;21/07/2002;01/01/2006;
IVX262;IVX262763;OD;21/07/2002;01/01/2006;
IVX262;IVX262764;OD;21/07/2002;01/01/2006;
IVX262;IVX262765;OD;21/07/2002;01/01/2006;
IVX240;IVX240766;OD;15/03/2002;01/01/2006;
IVX262;IVX262767;OD;21/07/2002;01/01/2006;
IVX262;IVX262768;OD;21/07/2002;01/01/2006;
IVX127;IVX127769;OD;05/08/2002;01/01/2006;
IVX127;IVX127770;OD;05/08/2002;01/01/2006;
IVX127;IVX127771;OD;05/08/2002;01/01/2006;
IVX127;IVX127772;OD;05/08/2002;01/01/2006;
IVX127;IVX127773;OD;05/08/2002;01/01/2006;
IVX262;IVX262774;OD;21/07/2002;01/01/2006;
IVX127;IVX127775;OD;05/08/2002;01/01/2006;
IVX127;IVX127776;OD;05/08/2002;01/01/2006;
IVX127;IVX127777;OD;05/08/2002;01/01/2006;
IVX127;IVX127778;OD;05/08/2002;01/01/2006;
IVX127;IVX127779;OD;05/08/2002;01/01/2006;
IVX127;IVX127780;OD;05/08/2002;01/01/2006;
IVX127;IVX127781;OD;05/08/2002;01/01/2006;
IVX127;IVX127782;OD;05/08/2002;01/01/2006;
IVX127;IVX127783;OD;05/08/2002;01/01/2006;
IVX127;IVX127784;OD;05/08/2002;01/01/2006;
IVX127;IVX127785;OD;05/08/2002;01/01/2006;
IVX127;IVX127786;OD;05/08/2002;01/01/2006;
IVX239;IVX239787;OD;15/03/2002;01/01/2006;
IVX237;IVX237788;OD;15/03/2002;01/01/2006;
IVX127;IVX127789;OD;05/08/2002;01/01/2006;
IVX355;IVX355790;GS;04/10/2022;;04/10/2022
IVX79;IVX79791;OD;16/02/2002;01/01/2006;01/08/2005
IVX79;IVX79792;OD;16/02/2002;01/01/2006;01/10/2005
IVX352;IVX352793;OD;01/10/2021;01/04/2022;02/04/2022
IVX352;IVX352794;OD;01/10/2021;01/04/2022;02/04/2022
IVX352;IVX352795;OD;01/10/2021;01/04/2022;02/04/2022
IVX352;IVX352796;OD;01/10/2021;01/04/2022;02/04/2022
IVX351;IVX351797;GS;10/07/2021;;10/07/2021
IVX351;IVX351798;GS;17/07/2021;;17/07/2021
IVX351;IVX351799;GS;30/08/2021;;30/08/2021
IVX351;IVX351800;GS;13/07/2021;;13/07/2021
IVX351;IVX351801;GS;17/07/2021;;17/07/2021
IVX124;IVX124802;MS;20/12/2019;;29/05/2021
IVX330;IVX330803;OL;01/12/2020;25/05/2021;
IVX330;IVX330804;OL;01/12/2020;25/05/2021;
IVX329;IVX329805;OD;21/11/2020;20/05/2021;
IVX79;IVX79806;OD;16/02/2002;01/01/2006;01/02/2005
IVX328;IVX328807;OL;21/11/2020;20/05/2021;
IVX123;IVX123808;HD;01/01/1957;;15/09/2022
IVX123;IVX123809;HD;01/01/1957;;15/09/2022
IVX123;IVX123810;HD;01/01/1957;;15/09/2022
IVX123;IVX123811;HD;01/01/1957;;15/09/2022
IVX130;IVX130812;GS;31/12/1990;31/12/1990;
IVX130;IVX130813;GS;31/12/1990;30/07/2014;
IVX66;IVX66814;CV;31/01/1975;01/01/1986;
IVX174;IVX174815;OD;14/05/2002;01/01/2006;01/04/2005
IVX174;IVX174816;OD;14/05/2002;01/01/2006;01/12/2005
IVX174;IVX174817;OD;14/05/2002;01/01/2006;01/06/2005
IVX174;IVX174818;OD;14/05/2002;01/01/2006;01/05/2005
IVX79;IVX79819;OD;16/02/2002;01/01/2006;01/01/2005
IVX79;IVX79820;OD;16/02/2002;01/01/2006;01/07/2005
IVX123;IVX123821;HD;01/01/1957;;15/09/2022
IVX91;IVX91822;HD;28/02/1988;;01/01/1996
IVX174;IVX174823;OD;14/05/2002;01/01/2006;01/02/2005
IVX174;IVX174824;OD;14/05/2002;01/01/2006;01/02/2005
IVX279;IVX279825;HD;01/02/1978;;01/01/1996
IVX279;IVX279826;HD;01/01/1979;;01/01/1996
IVX278;IVX278827;HD;12/03/2009;;12/03/2009
IVX278;IVX278828;HD;25/12/2008;;25/12/2008
IVX277;IVX277829;HD;06/07/2012;;06/07/2012
IVX277;IVX277830;HD;24/03/2012;;24/03/2012
IVX276;IVX276831;HD;22/06/1973;;01/01/1996
IVX276;IVX276832;HD;21/03/1973;;01/01/1996
IVX274;IVX274833;HD;29/11/2006;;29/11/2006
IVX274;IVX274834;HD;29/12/2004;;29/12/2004
IVX273;IVX273835;HD;12/03/2011;;12/03/2011
IVX273;IVX273836;HD;30/12/2010;;30/12/2010
IVX273;IVX273837;HD;23/11/2010;;23/11/2010
IVX279;IVX279838;HD;01/02/1978;;01/01/1996
IVX334;IVX334839;HD;06/06/2008;;06/06/2008
IVX334;IVX334840;HD;04/03/2008;;04/03/2008
IVX115;IVX115841;HD;12/04/2001;;12/04/2001
IVX115;IVX115842;HD;05/02/2001;;05/02/2001
IVX340;IVX340843;HD;18/12/2012;;18/12/2012
IVX340;IVX340844;HD;27/11/2012;;27/11/2012
IVX340;IVX340845;HD;15/10/2012;;15/10/2012
IVX340;IVX340846;HD;22/09/2012;;22/09/2012
IVX340;IVX340847;HD;30/03/2012;;30/03/2012
IVX340;IVX340848;HD;03/07/2012;;03/07/2012
IVX340;IVX340849;HD;15/05/2012;;15/05/2012
IVX340;IVX340850;HD;30/03/2012;;30/03/2012
IVX340;IVX340851;HD;05/09/2014;;05/09/2014
IVX340;IVX340852;HD;16/08/2014;;16/08/2014
IVX334;IVX334853;HD;02/04/2008;;02/04/2008
IVX340;IVX340854;HD;21/08/2014;;21/08/2014
IVX147;IVX147855;OD;21/06/2002;01/01/2006;
IVX147;IVX147856;OD;21/06/2002;01/01/2006;
IVX127;IVX127857;OD;05/08/2002;01/01/2006;
IVX127;IVX127858;OD;05/08/2002;01/01/2006;
IVX127;IVX127859;OD;05/08/2002;01/01/2006;
IVX127;IVX127860;OD;05/08/2002;01/01/2006;
IVX127;IVX127861;OD;05/08/2002;01/01/2006;
IVX127;IVX127862;OD;05/08/2002;01/01/2006;
IVX127;IVX127863;OD;05/08/2002;01/01/2006;
IVX239;IVX239864;OD;15/03/2002;01/01/2006;
IVX147;IVX147865;OD;21/06/2002;01/01/2006;
IVX147;IVX147866;OD;21/06/2002;01/01/2006;
IVX147;IVX147867;OD;21/06/2002;01/01/2006;
IVX147;IVX147868;OD;21/06/2002;01/01/2006;
IVX147;IVX147869;OD;21/06/2002;01/01/2006;
IVX147;IVX147870;OD;21/06/2002;01/01/2006;
IVX147;IVX147871;OD;21/06/2002;01/01/2006;
IVX147;IVX147872;OD;21/06/2002;01/01/2006;
IVX147;IVX147873;OD;21/06/2002;01/01/2006;
IVX147;IVX147874;OD;21/06/2002;01/01/2006;
IVX147;IVX147875;OD;21/06/2002;01/01/2006;
IVX147;IVX147876;OD;21/06/2002;01/01/2006;
IVX147;IVX147877;OD;21/06/2002;01/01/2006;
IVX147;IVX147878;OD;21/06/2002;01/01/2006;
IVX147;IVX147879;OD;21/06/2002;01/01/2006;
IVX147;IVX147880;OD;21/06/2002;01/01/2006;
IVX237;IVX237881;OD;15/03/2002;01/01/2006;
IVX147;IVX147882;OD;21/06/2002;01/01/2006;
IVX238;IVX238883;OD;15/03/2002;01/01/2006;
IVX237;IVX237884;OD;15/03/2002;01/01/2006;
IVX147;IVX147885;OD;21/06/2002;01/01/2006;
IVX127;IVX127886;OD;05/08/2002;01/01/2006;
IVX340;IVX340887;HD;07/08/2014;;07/08/2014
IVX340;IVX340888;HD;05/07/2014;;05/07/2014
IVX234;IVX234889;OL;01/01/2008;;01/01/2008
IVX234;IVX234890;OL;01/01/2008;;01/01/2008
IVX234;IVX234891;OL;01/01/2008;;01/01/2008
IVX233;IVX233892;OL;19/01/2011;;13/01/2011
IVX233;IVX233893;OL;13/01/2011;;13/01/2011
IVX233;IVX233894;OL;13/01/2011;;01/02/2013
IVX232;IVX232895;OL;24/12/2010;;19/02/2013
IVX232;IVX232896;OL;24/12/2010;;06/03/2013
IVX232;IVX232897;OL;24/12/2010;;01/02/2013
IVX91;IVX91898;HD;28/02/1989;;01/01/1996
IVX91;IVX91899;HD;31/03/1987;;01/01/1996
IVX91;IVX91900;HD;31/01/1987;;01/01/1996
IVX91;IVX91901;HD;31/03/1986;;01/01/1996
IVX234;IVX234902;OL;01/01/2008;;01/01/2008
IVX91;IVX91903;HD;31/03/1985;;01/01/1996
IVX91;IVX91904;HD;31/01/1985;;01/01/1996
IVX91;IVX91905;HD;24/05/2007;;24/05/2007
IVX91;IVX91906;HD;01/06/2007;;01/06/2007
IVX91;IVX91907;HD;24/05/2006;;24/05/2006
IVX91;IVX91908;HD;05/04/2007;;05/04/2007
IVX91;IVX91909;HD;23/05/2005;;23/05/2005
IVX91;IVX91910;HD;10/02/2005;;10/02/2005
IVX91;IVX91911;HD;29/12/2004;;29/12/2004
IVX91;IVX91912;HD;18/05/2004;;18/05/2004
IVX91;IVX91913;HD;07/11/2003;;07/11/2003
IVX91;IVX91914;HD;31/05/2003;;31/05/2003
IVX91;IVX91915;HD;02/04/2003;;02/04/2003
IVX91;IVX91916;HD;30/04/1992;;01/01/1996
IVX91;IVX91917;HD;31/01/1985;;01/01/1996
IVX340;IVX340918;HD;20/08/2014;;20/08/2014
IVX234;IVX234919;OL;01/01/2008;;01/01/2008
IVX234;IVX234920;OL;01/01/2008;;01/01/2008
IVX340;IVX340921;HD;27/03/2014;;27/03/2014
IVX340;IVX340922;HD;27/03/2014;;27/03/2014
IVX340;IVX340923;HD;22/02/2014;;22/02/2014
IVX340;IVX340924;HD;09/01/2014;;09/01/2014
IVX340;IVX340925;HD;22/02/2014;;22/02/2014
IVX340;IVX340926;HD;22/02/2014;;22/02/2014
IVX340;IVX340927;HD;08/04/2014;;08/04/2014
IVX340;IVX340928;HD;08/04/2014;;08/04/2014
IVX340;IVX340929;HD;08/04/2014;;08/04/2014
IVX340;IVX340930;HD;03/08/2013;;03/08/2013
IVX340;IVX340931;HD;25/03/2014;;25/03/2014
IVX340;IVX340932;HD;19/08/2013;;19/08/2013
IVX340;IVX340933;HD;28/06/2013;;28/06/2013
IVX234;IVX234934;OL;01/01/2008;;01/01/2008
IVX340;IVX340935;HD;05/06/2013;;05/06/2013
IVX340;IVX340936;HD;18/01/2013;;18/01/2013
IVX340;IVX340937;HD;12/03/2013;;12/03/2013
IVX340;IVX340938;HD;28/12/2012;;28/12/2012
IVX272;IVX272939;HD;07/09/2011;;07/09/2011
IVX272;IVX272940;HD;27/05/2011;;27/05/2011
IVX272;IVX272941;HD;31/03/2011;;31/03/2011
IVX341;IVX341942;HD;08/01/2015;;08/01/2015
IVX341;IVX341943;HD;30/10/2014;;30/10/2014
IVX341;IVX341944;HD;18/09/2014;;18/09/2014
IVX341;IVX341945;HD;09/10/2014;;09/10/2014
IVX341;IVX341946;HD;12/02/2014;;12/02/2014
IVX84;IVX84947;DO;01/01/2008;;16/05/2008
IVX234;IVX234948;OL;01/01/2008;;01/01/2008
IVX340;IVX340949;HD;10/04/2013;;10/04/2013
IVX174;IVX174950;OD;14/05/2002;01/01/2006;01/03/2005
IVX127;IVX127951;OD;05/08/2002;01/01/2006;
IVX127;IVX127952;OD;05/08/2002;01/01/2006;
IVX262;IVX262953;OD;21/07/2002;01/01/2006;
IVX262;IVX262954;OD;21/07/2002;01/01/2006;
IVX262;IVX262955;OD;21/07/2002;01/01/2006;
IVX262;IVX262956;OD;21/07/2002;01/01/2006;
IVX262;IVX262957;OD;21/07/2002;01/01/2006;
IVX262;IVX262958;OD;21/07/2002;01/01/2006;
IVX262;IVX262959;OD;21/07/2002;01/01/2006;
IVX262;IVX262960;OD;21/07/2002;01/01/2006;
IVX262;IVX262961;OD;21/07/2002;01/01/2006;
IVX262;IVX262962;OD;21/07/2002;01/01/2006;
IVX262;IVX262963;OD;21/07/2002;01/01/2006;
IVX262;IVX262964;OD;21/07/2002;01/01/2006;
IVX262;IVX262965;OD;21/07/2002;01/01/2006;
IVX262;IVX262966;OD;21/07/2002;01/01/2006;
IVX262;IVX262967;OD;21/07/2002;01/01/2006;
IVX262;IVX262968;OD;21/07/2002;01/01/2006;
IVX262;IVX262969;OD;21/07/2002;01/01/2006;
IVX262;IVX262970;OD;21/07/2002;01/01/2006;
IVX262;IVX262971;OD;21/07/2002;01/01/2006;
IVX262;IVX262972;OD;21/07/2002;01/01/2006;
IVX240;IVX240973;OD;15/03/2002;01/01/2006;
IVX240;IVX240974;OD;15/03/2002;01/01/2006;
IVX262;IVX262975;OD;21/07/2002;01/01/2006;
IVX262;IVX262976;OD;21/07/2002;01/01/2006;
IVX262;IVX262977;OD;21/07/2002;01/01/2006;
IVX262;IVX262978;OD;21/07/2002;01/01/2006;
IVX127;IVX127979;OD;05/08/2002;01/01/2006;
IVX127;IVX127980;OD;05/08/2002;01/01/2006;
IVX262;IVX262981;OD;21/07/2002;01/01/2006;
IVX127;IVX127982;OD;05/08/2002;01/01/2006;
IVX262;IVX262983;OD;21/07/2002;01/01/2006;
IVX262;IVX262984;OD;21/07/2002;01/01/2006;
IVX174;IVX174985;OD;14/05/2002;01/01/2006;01/04/2005
IVX174;IVX174986;OD;14/05/2002;01/01/2006;01/08/2005
IVX174;IVX174987;OD;14/05/2002;01/01/2006;01/05/2005
IVX174;IVX174988;OD;14/05/2002;01/01/2006;01/03/2005
IVX174;IVX174989;OD;14/05/2002;01/01/2006;01/11/2005
IVX174;IVX174990;OD;14/05/2002;01/01/2006;01/07/2005
IVX174;IVX174991;OD;14/05/2002;01/01/2006;01/05/2005
IVX79;IVX79992;OD;16/02/2002;01/01/2006;01/02/2005
IVX79;IVX79993;OD;16/02/2002;01/01/2006;01/04/2005
IVX79;IVX79994;OD;16/02/2002;01/01/2006;01/07/2005
IVX79;IVX79995;OD;16/02/2002;01/01/2006;01/05/2005
IVX79;IVX79996;OD;16/02/2002;01/01/2006;01/10/2005
IVX79;IVX79997;OD;16/02/2002;01/01/2006;01/09/2005
IVX262;IVX262998;OD;21/07/2002;01/01/2006;
IVX79;IVX79999;OD;16/02/2002;01/01/2006;01/09/2005
IVX79;IVX791000;OD;16/02/2002;01/01/2006;01/03/2005
IVX79;IVX791001;OD;16/02/2002;01/01/2006;01/09/2005
IVX79;IVX791002;OD;16/02/2002;01/01/2006;01/05/2005
IVX79;IVX791003;OD;16/02/2002;01/01/2006;01/09/2005
IVX79;IVX791004;OD;16/02/2002;01/01/2006;01/10/2005
IVX79;IVX791005;OD;16/02/2002;01/01/2006;01/10/2005
IVX79;IVX791006;OD;16/02/2002;01/01/2006;01/03/2005
IVX79;IVX791007;OD;16/02/2002;01/01/2006;01/07/2005
IVX79;IVX791008;OD;16/02/2002;01/01/2006;01/05/2005
IVX79;IVX791009;OD;16/02/2002;01/01/2006;01/03/2005
IVX262;IVX2621010;OD;21/07/2002;01/01/2006;
IVX262;IVX2621011;OD;21/07/2002;01/01/2006;
IVX262;IVX2621012;OD;21/07/2002;01/01/2006;
IVX79;IVX791013;OD;16/02/2002;01/01/2006;01/04/2005
IVX127;IVX1271014;OD;05/08/2002;01/01/2006;
IVX127;IVX1271015;OD;05/08/2002;01/01/2006;
IVX127;IVX1271016;OD;05/08/2002;01/01/2006;
IVX127;IVX1271017;OD;05/08/2002;01/01/2006;
IVX127;IVX1271018;OD;05/08/2002;01/01/2006;
IVX127;IVX1271019;OD;05/08/2002;01/01/2006;
IVX127;IVX1271020;OD;05/08/2002;01/01/2006;
IVX127;IVX1271021;OD;05/08/2002;01/01/2006;
IVX127;IVX1271022;OD;05/08/2002;01/01/2006;
IVX127;IVX1271023;OD;05/08/2002;01/01/2006;
IVX127;IVX1271024;OD;05/08/2002;01/01/2006;
IVX127;IVX1271025;OD;05/08/2002;01/01/2006;
IVX127;IVX1271026;OD;05/08/2002;01/01/2006;
IVX127;IVX1271027;OD;05/08/2002;01/01/2006;
IVX127;IVX1271028;OD;05/08/2002;01/01/2006;
IVX127;IVX1271029;OD;05/08/2002;01/01/2006;
IVX127;IVX1271030;OD;05/08/2002;01/01/2006;
IVX127;IVX1271031;OD;05/08/2002;01/01/2006;
IVX127;IVX1271032;OD;05/08/2002;01/01/2006;
IVX127;IVX1271033;OD;05/08/2002;01/01/2006;
IVX127;IVX1271034;OD;05/08/2002;01/01/2006;
IVX127;IVX1271035;OD;05/08/2002;01/01/2006;
IVX127;IVX1271036;OD;05/08/2002;01/01/2006;
IVX127;IVX1271037;OD;05/08/2002;01/01/2006;
IVX127;IVX1271038;OD;05/08/2002;01/01/2006;
IVX127;IVX1271039;OD;05/08/2002;01/01/2006;
IVX127;IVX1271040;OD;05/08/2002;01/01/2006;
