id_unidadegeradora;uge_id;instal;maquina;id_tpcombustivel;dtini_oper;din_des;din_iniapur
675;ESPOV-0UG2A;IVX359;IVX359730;GS;2022-07-30 00:00:00;;2022-07-28 00:00:00
676;ESPOV-0UG1A;IVX359;IVX359731;GS;2022-07-23 00:00:00;;2022-07-23 00:00:00
677;PRBBOG0UG1A;IVX361;IVX361732;GS;2022-08-24 00:00:00;;2022-08-24 00:00:00
678;SPUTPV0UGR1;IVX357;IVX357733;GS;2022-06-16 00:00:00;;2022-06-16 00:00:00
679;RRUTMS0UG13;IVX363;IVX363734;DO;2022-12-21 00:00:00;2022-10-04;2022-10-04 00:00:00
680;RRUTMS0UG12;IVX363;IVX363735;DO;2022-12-21 00:00:00;2022-10-04;2022-10-04 00:00:00
681;RRUTMS0UG11;IVX363;IVX363736;DO;2022-12-21 00:00:00;2022-10-04;2022-10-04 00:00:00
682;RRUTMS0UG10;IVX363;IVX363737;DO;2022-12-21 00:00:00;2022-10-04;2022-10-04 00:00:00
683;RRUTMS0UG09;IVX363;IVX363738;DO;;2022-10-04;2022-10-04 00:00:00
684;RRUTMS0UG08;IVX363;IVX363739;DO;;2022-10-04;2022-10-04 00:00:00
685;RRUTMS0UG07;IVX363;IVX363740;OL;;2022-10-04;2022-10-04 00:00:00
686;RRUTMS0UG06;IVX363;IVX363741;OL;;2022-10-04;2022-10-04 00:00:00
687;ESPOV-0UG2 ;IVX359;IVX359742;GS;2022-07-27 00:00:00;2022-07-27;
688;RRUTMS0UG05;IVX363;IVX363743;OL;;2022-10-04;2022-10-04 00:00:00
689;RRUTMS0UG03;IVX363;IVX363744;OL;;2022-10-04;2022-10-04 00:00:00
690;PRBBOG0UG2 ;IVX361;IVX361745;GS;2022-09-03 00:00:00;2022-09-03;
691;PRBBOG0UG1 ;IVX361;IVX361746;GS;2022-08-24 00:00:00;2022-08-24;
692;PACU--0UG4 ;IVX229;IVX229747;HD;2022-09-30 00:00:00;;2022-09-30 00:00:00
693;ESLORM0UG28;IVX181;IVX181748;GS;2022-07-20 00:00:00;2022-07-20;
694;ESLORM0UG27;IVX181;IVX181749;GS;2022-07-21 00:00:00;2022-07-21;
695;ESLORM0UG26;IVX181;IVX181750;GS;2022-07-20 00:00:00;2022-07-20;
696;ESLORM0UG25;IVX181;IVX181751;GS;2022-07-20 00:00:00;2022-07-20;
697;ESPOV-0UG8 ;IVX359;IVX359752;GS;2022-07-28 00:00:00;2022-07-28;
698;ESPOV-0UG7 ;IVX359;IVX359753;GS;2022-07-30 00:00:00;2022-07-30;
699;ESPOV-0UG6 ;IVX359;IVX359754;GS;2022-08-02 00:00:00;2022-08-02;
700;ESPOV-0UG5 ;IVX359;IVX359755;GS;2022-07-27 00:00:00;2022-07-27;
701;ESPOV-0UG4 ;IVX359;IVX359756;GS;2022-07-27 00:00:00;2022-07-27;
702;RRUTMS0UG04;IVX363;IVX363757;OL;;2022-10-04;2022-10-04 00:00:00
703;ESBEPB0UG19;IVX147;IVX147758;OD;2002-06-21 00:00:00;2006-01-01;
704;RJPSD10UG1 ;IVX353;IVX353759;GS;2022-09-30 00:00:00;;2022-09-30 00:00:00
705;RJPSD20UG3 ;IVX354;IVX354760;GS;2022-10-25 00:00:00;;2022-10-25 00:00:00
706;RNTMCB0UG33;IVX262;IVX262761;OD;2002-07-21 00:00:00;2006-01-01;
707;RNTMCB0UG27;IVX262;IVX262762;OD;2002-07-21 00:00:00;2006-01-01;
708;RNTMCB0UG44;IVX262;IVX262763;OD;2002-07-21 00:00:00;2006-01-01;
709;RNTMCB0UG10;IVX262;IVX262764;OD;2002-07-21 00:00:00;2006-01-01;
710;RNTMCB0UG4 ;IVX262;IVX262765;OD;2002-07-21 00:00:00;2006-01-01;
711;PEGCSP0UG1 ;IVX240;IVX240766;OD;2002-03-15 00:00:00;2006-01-01;
712;RNTMCB0UG20;IVX262;IVX262767;OD;2002-07-21 00:00:00;2006-01-01;
713;RNTMCB0UG15;IVX262;IVX262768;OD;2002-07-21 00:00:00;2006-01-01;
714;ALBERL0G107;IVX127;IVX127769;OD;2002-08-05 00:00:00;2006-01-01;
715;ALBERL0UG95;IVX127;IVX127770;OD;2002-08-05 00:00:00;2006-01-01;
716;ALBERL0UG89;IVX127;IVX127771;OD;2002-08-05 00:00:00;2006-01-01;
717;ALBERL0UG84;IVX127;IVX127772;OD;2002-08-05 00:00:00;2006-01-01;
718;ALBERL0UG78;IVX127;IVX127773;OD;2002-08-05 00:00:00;2006-01-01;
719;RNTMCB0UG39;IVX262;IVX262774;OD;2002-07-21 00:00:00;2006-01-01;
720;ALBERL0UG72;IVX127;IVX127775;OD;2002-08-05 00:00:00;2006-01-01;
721;ALBERL0UG60;IVX127;IVX127776;OD;2002-08-05 00:00:00;2006-01-01;
722;ALBERL0UG54;IVX127;IVX127777;OD;2002-08-05 00:00:00;2006-01-01;
723;ALBERL0UG49;IVX127;IVX127778;OD;2002-08-05 00:00:00;2006-01-01;
724;ALBERL0UG43;IVX127;IVX127779;OD;2002-08-05 00:00:00;2006-01-01;
725;ALBERL0UG31;IVX127;IVX127780;OD;2002-08-05 00:00:00;2006-01-01;
726;ALBERL0UG25;IVX127;IVX127781;OD;2002-08-05 00:00:00;2006-01-01;
727;ALBERL0UG19;IVX127;IVX127782;OD;2002-08-05 00:00:00;2006-01-01;
728;ALBERL0UG40;IVX127;IVX127783;OD;2002-08-05 00:00:00;2006-01-01;
729;ALBERL0UG35;IVX127;IVX127784;OD;2002-08-05 00:00:00;2006-01-01;
730;ALBERL0UG8 ;IVX127;IVX127785;OD;2002-08-05 00:00:00;2006-01-01;
731;ALBERL0UG2 ;IVX127;IVX127786;OD;2002-08-05 00:00:00;2006-01-01;
732;PEGCRF0UG1 ;IVX239;IVX239787;OD;2002-03-15 00:00:00;2006-01-01;
733;PEGCPT0UG3 ;IVX237;IVX237788;OD;2002-03-15 00:00:00;2006-01-01;
734;ALBERL0UG66;IVX127;IVX127789;OD;2002-08-05 00:00:00;2006-01-01;
735;RJKR130UG1 ;IVX355;IVX355790;GS;2022-10-04 00:00:00;;2022-10-04 00:00:00
736;ESBETU0UG3 ;IVX79;IVX79791;OD;2002-02-16 00:00:00;2006-01-01;2005-08-01 00:00:00
737;ESBETU0UG14;IVX79;IVX79792;OD;2002-02-16 00:00:00;2006-01-01;2005-10-01 00:00:00
738;ROTN1-0UG4 ;IVX352;IVX352793;OD;2021-10-01 00:00:00;2022-04-01;2022-04-02 00:00:00
739;ROTN1-0UG3 ;IVX352;IVX352794;OD;2021-10-01 00:00:00;2022-04-01;2022-04-02 00:00:00
740;ROTN1-0UG2 ;IVX352;IVX352795;OD;2021-10-01 00:00:00;2022-04-01;2022-04-02 00:00:00
741;ROTN1-0UG1 ;IVX352;IVX352796;OD;2021-10-01 00:00:00;2022-04-01;2022-04-02 00:00:00
742;MSUTWI0UG5 ;IVX351;IVX351797;GS;2021-07-10 00:00:00;;2021-07-10 00:00:00
743;MSUTWI0UG4 ;IVX351;IVX351798;GS;2021-07-17 00:00:00;;2021-07-17 00:00:00
744;MSUTWI0UG3 ;IVX351;IVX351799;GS;2021-08-30 00:00:00;;2021-08-30 00:00:00
745;MSUTWI0UG2 ;IVX351;IVX351800;GS;2021-07-13 00:00:00;;2021-07-13 00:00:00
746;MSUTWI0UG1 ;IVX351;IVX351801;GS;2021-07-17 00:00:00;;2021-07-17 00:00:00
747;SPUPCT0UG1 ;IVX124;IVX124802;MS;2019-12-20 00:00:00;;2021-05-29 00:00:00
748;APUTSN0UG2 ;IVX330;IVX330803;OL;2020-12-01 00:00:00;2021-05-25;
749;APUTSN0UG1 ;IVX330;IVX330804;OL;2020-12-01 00:00:00;2021-05-25;
750;APUTOL0UG1 ;IVX329;IVX329805;OD;2020-11-21 00:00:00;2021-05-20;
751;ESBETU0UG9 ;IVX79;IVX79806;OD;2002-02-16 00:00:00;2006-01-01;2005-02-01 00:00:00
752;APUTSE0UG1 ;IVX328;IVX328807;OL;2020-11-21 00:00:00;2021-05-20;
753;SPPARA0UG7 ;IVX123;IVX123808;HD;1957-01-01 00:00:00;;2022-09-15 00:00:00
754;SPPARA0UG6 ;IVX123;IVX123809;HD;1957-01-01 00:00:00;;2022-09-15 00:00:00
755;SPPARA0UG5 ;IVX123;IVX123810;HD;1957-01-01 00:00:00;;2022-09-15 00:00:00
756;SPPARA0UG4 ;IVX123;IVX123811;HD;1957-01-01 00:00:00;;2022-09-15 00:00:00
757;AMAA--0UG06;IVX130;IVX130812;GS;1990-12-31 00:00:00;1990-12-31;
758;AMAA--0UG05;IVX130;IVX130813;GS;1990-12-31 00:00:00;2014-07-30;
759;PRUFRA0UG2 ;IVX66;IVX66814;CV;1975-01-31 00:00:00;1986-01-01;
760;ESBECA0UG26;IVX174;IVX174815;OD;2002-05-14 00:00:00;2006-01-01;2005-04-01 00:00:00
761;ESBECA0UG14;IVX174;IVX174816;OD;2002-05-14 00:00:00;2006-01-01;2005-12-01 00:00:00
762;ESBECA0UG9 ;IVX174;IVX174817;OD;2002-05-14 00:00:00;2006-01-01;2005-06-01 00:00:00
763;ESBECA0UG3 ;IVX174;IVX174818;OD;2002-05-14 00:00:00;2006-01-01;2005-05-01 00:00:00
764;ESBETU0UG25;IVX79;IVX79819;OD;2002-02-16 00:00:00;2006-01-01;2005-01-01 00:00:00
765;ESBETU0UG20;IVX79;IVX79820;OD;2002-02-16 00:00:00;2006-01-01;2005-07-01 00:00:00
766;SPPARA0UG8 ;IVX123;IVX123821;HD;1957-01-01 00:00:00;;2022-09-15 00:00:00
767;PATU--0UG10;IVX91;IVX91822;HD;1988-02-28 00:00:00;;1996-01-01 00:00:00
768;ESBECA0UG6 ;IVX174;IVX174823;OD;2002-05-14 00:00:00;2006-01-01;2005-02-01 00:00:00
769;ESBECA0UG4 ;IVX174;IVX174824;OD;2002-05-14 00:00:00;2006-01-01;2005-02-01 00:00:00
770;RSUITA0UG2 ;IVX279;IVX279825;HD;1978-02-01 00:00:00;;1996-01-01 00:00:00
771;RSUITA0UG1 ;IVX279;IVX279826;HD;1979-01-01 00:00:00;;1996-01-01 00:00:00
772;RSUHQJ0UG2 ;IVX278;IVX278827;HD;2009-03-12 00:00:00;;2009-03-12 00:00:00
773;RSUHQJ0UG1 ;IVX278;IVX278828;HD;2008-12-25 00:00:00;;2008-12-25 00:00:00
774;RSUHPJ0UG2 ;IVX277;IVX277829;HD;2012-07-06 00:00:00;;2012-07-06 00:00:00
775;RSUHPJ0UG1 ;IVX277;IVX277830;HD;2012-03-24 00:00:00;;2012-03-24 00:00:00
776;RSUHPF0UG2 ;IVX276;IVX276831;HD;1973-06-22 00:00:00;;1996-01-01 00:00:00
777;RSUHPF0UG1 ;IVX276;IVX276832;HD;1973-03-21 00:00:00;;1996-01-01 00:00:00
778;RSUHMC0UG2 ;IVX274;IVX274833;HD;2006-11-29 00:00:00;;2006-11-29 00:00:00
779;RSUHMC0UG1 ;IVX274;IVX274834;HD;2004-12-29 00:00:00;;2004-12-29 00:00:00
780;RSUHFC0UG4 ;IVX273;IVX273835;HD;2011-03-12 00:00:00;;2011-03-12 00:00:00
781;RSUHFC0UG3 ;IVX273;IVX273836;HD;2010-12-30 00:00:00;;2010-12-30 00:00:00
782;RSUHFC0UG2 ;IVX273;IVX273837;HD;2010-11-23 00:00:00;;2010-11-23 00:00:00
783;RSUITA0UG3 ;IVX279;IVX279838;HD;1978-02-01 00:00:00;;1996-01-01 00:00:00
784;RSUHCA0UG3 ;IVX334;IVX334839;HD;2008-06-06 00:00:00;;2008-06-06 00:00:00
785;RSUHCA0UG1 ;IVX334;IVX334840;HD;2008-03-04 00:00:00;;2008-03-04 00:00:00
786;RSUDFR0UG2 ;IVX115;IVX115841;HD;2001-04-12 00:00:00;;2001-04-12 00:00:00
787;RSUDFR0UG1 ;IVX115;IVX115842;HD;2001-02-05 00:00:00;;2001-02-05 00:00:00
788;ROUSSN0UG08;IVX340;IVX340843;HD;2012-12-18 00:00:00;;2012-12-18 00:00:00
789;ROUSSN0UG07;IVX340;IVX340844;HD;2012-11-27 00:00:00;;2012-11-27 00:00:00
790;ROUSSN0UG06;IVX340;IVX340845;HD;2012-10-15 00:00:00;;2012-10-15 00:00:00
791;ROUSSN0UG05;IVX340;IVX340846;HD;2012-09-22 00:00:00;;2012-09-22 00:00:00
792;ROUSSN0UG04;IVX340;IVX340847;HD;2012-03-30 00:00:00;;2012-03-30 00:00:00
793;ROUSSN0UG03;IVX340;IVX340848;HD;2012-07-03 00:00:00;;2012-07-03 00:00:00
794;ROUSSN0UG02;IVX340;IVX340849;HD;2012-05-15 00:00:00;;2012-05-15 00:00:00
795;ROUSSN0UG01;IVX340;IVX340850;HD;2012-03-30 00:00:00;;2012-03-30 00:00:00
796;ROUHSN0UG32;IVX340;IVX340851;HD;2014-09-05 00:00:00;;2014-09-05 00:00:00
797;ROUHSN0UG31;IVX340;IVX340852;HD;2014-08-16 00:00:00;;2014-08-16 00:00:00
798;RSUHCA0UG2 ;IVX334;IVX334853;HD;2008-04-02 00:00:00;;2008-04-02 00:00:00
799;ROUHSN0UG30;IVX340;IVX340854;HD;2014-08-21 00:00:00;;2014-08-21 00:00:00
800;ESBEPB0UG26;IVX147;IVX147855;OD;2002-06-21 00:00:00;2006-01-01;
801;ESBEPB0UG28;IVX147;IVX147856;OD;2002-06-21 00:00:00;2006-01-01;
802;ALBERL0UG10;IVX127;IVX127857;OD;2002-08-05 00:00:00;2006-01-01;
803;ALBERL0UG9 ;IVX127;IVX127858;OD;2002-08-05 00:00:00;2006-01-01;
804;ALBERL0UG7 ;IVX127;IVX127859;OD;2002-08-05 00:00:00;2006-01-01;
805;ALBERL0UG5 ;IVX127;IVX127860;OD;2002-08-05 00:00:00;2006-01-01;
806;ALBERL0UG4 ;IVX127;IVX127861;OD;2002-08-05 00:00:00;2006-01-01;
807;ALBERL0UG3 ;IVX127;IVX127862;OD;2002-08-05 00:00:00;2006-01-01;
808;ALBERL0UG1 ;IVX127;IVX127863;OD;2002-08-05 00:00:00;2006-01-01;
809;PEGCRF0UG3 ;IVX239;IVX239864;OD;2002-03-15 00:00:00;2006-01-01;
810;ESBEPB0UG24;IVX147;IVX147865;OD;2002-06-21 00:00:00;2006-01-01;
811;ESBEPB0UG23;IVX147;IVX147866;OD;2002-06-21 00:00:00;2006-01-01;
812;ESBEPB0UG21;IVX147;IVX147867;OD;2002-06-21 00:00:00;2006-01-01;
813;ESBEPB0UG20;IVX147;IVX147868;OD;2002-06-21 00:00:00;2006-01-01;
814;ESBEPB0UG18;IVX147;IVX147869;OD;2002-06-21 00:00:00;2006-01-01;
815;ESBEPB0UG27;IVX147;IVX147870;OD;2002-06-21 00:00:00;2006-01-01;
816;ESBEPB0UG17;IVX147;IVX147871;OD;2002-06-21 00:00:00;2006-01-01;
817;ESBEPB0UG14;IVX147;IVX147872;OD;2002-06-21 00:00:00;2006-01-01;
818;ESBEPB0UG12;IVX147;IVX147873;OD;2002-06-21 00:00:00;2006-01-01;
819;ESBEPB0UG11;IVX147;IVX147874;OD;2002-06-21 00:00:00;2006-01-01;
820;ESBEPB0UG10;IVX147;IVX147875;OD;2002-06-21 00:00:00;2006-01-01;
821;ESBEPB0UG9 ;IVX147;IVX147876;OD;2002-06-21 00:00:00;2006-01-01;
822;ESBEPB0UG6 ;IVX147;IVX147877;OD;2002-06-21 00:00:00;2006-01-01;
823;ESBEPB0UG5 ;IVX147;IVX147878;OD;2002-06-21 00:00:00;2006-01-01;
824;ESBEPB0UG4 ;IVX147;IVX147879;OD;2002-06-21 00:00:00;2006-01-01;
825;ESBEPB0UG3 ;IVX147;IVX147880;OD;2002-06-21 00:00:00;2006-01-01;
826;PEGCPT0UG1 ;IVX237;IVX237881;OD;2002-03-15 00:00:00;2006-01-01;
827;ESBEPB0UG30;IVX147;IVX147882;OD;2002-06-21 00:00:00;2006-01-01;
828;PEGCPZ0UG1 ;IVX238;IVX238883;OD;2002-03-15 00:00:00;2006-01-01;
829;PEGCPT0UG2 ;IVX237;IVX237884;OD;2002-03-15 00:00:00;2006-01-01;
830;ESBEPB0UG16;IVX147;IVX147885;OD;2002-06-21 00:00:00;2006-01-01;
831;ALBERL0UG11;IVX127;IVX127886;OD;2002-08-05 00:00:00;2006-01-01;
832;ROUHSN0UG29;IVX340;IVX340887;HD;2014-08-07 00:00:00;;2014-08-07 00:00:00
833;ROUHSN0UG27;IVX340;IVX340888;HD;2014-07-05 00:00:00;;2014-07-05 00:00:00
834;PECEPT0UG3 ;IVX234;IVX234889;OL;2008-01-01 00:00:00;;2008-01-01 00:00:00
835;PECEPT0UG2 ;IVX234;IVX234890;OL;2008-01-01 00:00:00;;2008-01-01 00:00:00
836;PECEPT0UG1 ;IVX234;IVX234891;OL;2008-01-01 00:00:00;;2008-01-01 00:00:00
837;PBUTP-0UG3 ;IVX233;IVX233892;OL;2011-01-19 00:00:00;;2011-01-13 00:00:00
838;PBUTP-0UG2 ;IVX233;IVX233893;OL;2011-01-13 00:00:00;;2011-01-13 00:00:00
839;PBUTP-0UG1 ;IVX233;IVX233894;OL;2011-01-13 00:00:00;;2013-02-01 00:00:00
840;PBUTN-0UG6 ;IVX232;IVX232895;OL;2010-12-24 00:00:00;;2013-02-19 00:00:00
841;PBUTN-0UG5 ;IVX232;IVX232896;OL;2010-12-24 00:00:00;;2013-03-06 00:00:00
842;PBUTN-0UG4 ;IVX232;IVX232897;OL;2010-12-24 00:00:00;;2013-02-01 00:00:00
843;PATU--0UG9 ;IVX91;IVX91898;HD;1989-02-28 00:00:00;;1996-01-01 00:00:00
844;PATU--0UG8 ;IVX91;IVX91899;HD;1987-03-31 00:00:00;;1996-01-01 00:00:00
845;PATU--0UG7 ;IVX91;IVX91900;HD;1987-01-31 00:00:00;;1996-01-01 00:00:00
846;PATU--0UG6 ;IVX91;IVX91901;HD;1986-03-31 00:00:00;;1996-01-01 00:00:00
847;PECEPT0UG4 ;IVX234;IVX234902;OL;2008-01-01 00:00:00;;2008-01-01 00:00:00
848;PATU--0UG5 ;IVX91;IVX91903;HD;1985-03-31 00:00:00;;1996-01-01 00:00:00
849;PATU--0UG3 ;IVX91;IVX91904;HD;1985-01-31 00:00:00;;1996-01-01 00:00:00
850;PATU--0UG23;IVX91;IVX91905;HD;2007-05-24 00:00:00;;2007-05-24 00:00:00
851;PATU--0UG22;IVX91;IVX91906;HD;2007-06-01 00:00:00;;2007-06-01 00:00:00
852;PATU--0UG21;IVX91;IVX91907;HD;2006-05-24 00:00:00;;2006-05-24 00:00:00
853;PATU--0UG20;IVX91;IVX91908;HD;2007-04-05 00:00:00;;2007-04-05 00:00:00
854;PATU--0UG19;IVX91;IVX91909;HD;2005-05-23 00:00:00;;2005-05-23 00:00:00
855;PATU--0UG18;IVX91;IVX91910;HD;2005-02-10 00:00:00;;2005-02-10 00:00:00
856;PATU--0UG17;IVX91;IVX91911;HD;2004-12-29 00:00:00;;2004-12-29 00:00:00
857;PATU--0UG16;IVX91;IVX91912;HD;2004-05-18 00:00:00;;2004-05-18 00:00:00
858;PATU--0UG15;IVX91;IVX91913;HD;2003-11-07 00:00:00;;2003-11-07 00:00:00
859;PATU--0UG14;IVX91;IVX91914;HD;2003-05-31 00:00:00;;2003-05-31 00:00:00
860;PATU--0UG13;IVX91;IVX91915;HD;2003-04-02 00:00:00;;2003-04-02 00:00:00
861;PATU--0UG12;IVX91;IVX91916;HD;1992-04-30 00:00:00;;1996-01-01 00:00:00
862;PATU--0UG4 ;IVX91;IVX91917;HD;1985-01-31 00:00:00;;1996-01-01 00:00:00
863;ROUHSN0UG28;IVX340;IVX340918;HD;2014-08-20 00:00:00;;2014-08-20 00:00:00
864;PECEPT0UG5 ;IVX234;IVX234919;OL;2008-01-01 00:00:00;;2008-01-01 00:00:00
865;PECEPT0UG7 ;IVX234;IVX234920;OL;2008-01-01 00:00:00;;2008-01-01 00:00:00
866;ROUHSN0UG26;IVX340;IVX340921;HD;2014-03-27 00:00:00;;2014-03-27 00:00:00
867;ROUHSN0UG25;IVX340;IVX340922;HD;2014-03-27 00:00:00;;2014-03-27 00:00:00
868;ROUHSN0UG24;IVX340;IVX340923;HD;2014-02-22 00:00:00;;2014-02-22 00:00:00
869;ROUHSN0UG23;IVX340;IVX340924;HD;2014-01-09 00:00:00;;2014-01-09 00:00:00
870;ROUHSN0UG22;IVX340;IVX340925;HD;2014-02-22 00:00:00;;2014-02-22 00:00:00
871;ROUHSN0UG21;IVX340;IVX340926;HD;2014-02-22 00:00:00;;2014-02-22 00:00:00
872;ROUHSN0UG20;IVX340;IVX340927;HD;2014-04-08 00:00:00;;2014-04-08 00:00:00
873;ROUHSN0UG19;IVX340;IVX340928;HD;2014-04-08 00:00:00;;2014-04-08 00:00:00
874;ROUHSN0UG18;IVX340;IVX340929;HD;2014-04-08 00:00:00;;2014-04-08 00:00:00
875;ROUHSN0UG17;IVX340;IVX340930;HD;2013-08-03 00:00:00;;2013-08-03 00:00:00
876;ROUHSN0UG16;IVX340;IVX340931;HD;2014-03-25 00:00:00;;2014-03-25 00:00:00
877;ROUHSN0UG15;IVX340;IVX340932;HD;2013-08-19 00:00:00;;2013-08-19 00:00:00
878;ROUHSN0UG14;IVX340;IVX340933;HD;2013-06-28 00:00:00;;2013-06-28 00:00:00
879;PECEPT0UG6 ;IVX234;IVX234934;OL;2008-01-01 00:00:00;;2008-01-01 00:00:00
880;ROUHSN0UG13;IVX340;IVX340935;HD;2013-06-05 00:00:00;;2013-06-05 00:00:00
881;ROUHSN0UG11;IVX340;IVX340936;HD;2013-01-18 00:00:00;;2013-01-18 00:00:00
882;ROUHSN0UG10;IVX340;IVX340937;HD;2013-03-12 00:00:00;;2013-03-12 00:00:00
883;ROUHSN0UG09;IVX340;IVX340938;HD;2012-12-28 00:00:00;;2012-12-28 00:00:00
884;ROUHRD0UG3 ;IVX272;IVX272939;HD;2011-09-07 00:00:00;;2011-09-07 00:00:00
885;ROUHRD0UG2 ;IVX272;IVX272940;HD;2011-05-27 00:00:00;;2011-05-27 00:00:00
886;ROUHRD0UG1 ;IVX272;IVX272941;HD;2011-03-31 00:00:00;;2011-03-31 00:00:00
887;ROUHJI0UG9 ;IVX341;IVX341942;HD;2015-01-08 00:00:00;;2015-01-08 00:00:00
888;ROUHJI0UG8 ;IVX341;IVX341943;HD;2014-10-30 00:00:00;;2014-10-30 00:00:00
889;ROUHJI0UG7 ;IVX341;IVX341944;HD;2014-09-18 00:00:00;;2014-09-18 00:00:00
890;ROUHJI0UG6 ;IVX341;IVX341945;HD;2014-10-09 00:00:00;;2014-10-09 00:00:00
891;ROUHJI0UG40;IVX341;IVX341946;HD;2014-02-12 00:00:00;;2014-02-12 00:00:00
892;PETPRD0UG1 ;IVX84;IVX84947;DO;2008-01-01 00:00:00;;2008-05-16 00:00:00
893;PECEPT0UG8 ;IVX234;IVX234948;OL;2008-01-01 00:00:00;;2008-01-01 00:00:00
894;ROUHSN0UG12;IVX340;IVX340949;HD;2013-04-10 00:00:00;;2013-04-10 00:00:00
895;ESBECA0UG5 ;IVX174;IVX174950;OD;2002-05-14 00:00:00;2006-01-01;2005-03-01 00:00:00
896;ALBERL0UG12;IVX127;IVX127951;OD;2002-08-05 00:00:00;2006-01-01;
897;ALBERL0UG37;IVX127;IVX127952;OD;2002-08-05 00:00:00;2006-01-01;
898;RNTMCB0UG34;IVX262;IVX262953;OD;2002-07-21 00:00:00;2006-01-01;
899;RNTMCB0UG32;IVX262;IVX262954;OD;2002-07-21 00:00:00;2006-01-01;
900;RNTMCB0UG31;IVX262;IVX262955;OD;2002-07-21 00:00:00;2006-01-01;
901;RNTMCB0UG29;IVX262;IVX262956;OD;2002-07-21 00:00:00;2006-01-01;
902;RNTMCB0UG28;IVX262;IVX262957;OD;2002-07-21 00:00:00;2006-01-01;
903;RNTMCB0UG26;IVX262;IVX262958;OD;2002-07-21 00:00:00;2006-01-01;
904;RNTMCB0UG25;IVX262;IVX262959;OD;2002-07-21 00:00:00;2006-01-01;
905;RNTMCB0UG24;IVX262;IVX262960;OD;2002-07-21 00:00:00;2006-01-01;
906;RNTMCB0UG48;IVX262;IVX262961;OD;2002-07-21 00:00:00;2006-01-01;
907;RNTMCB0UG47;IVX262;IVX262962;OD;2002-07-21 00:00:00;2006-01-01;
908;RNTMCB0UG46;IVX262;IVX262963;OD;2002-07-21 00:00:00;2006-01-01;
909;RNTMCB0UG45;IVX262;IVX262964;OD;2002-07-21 00:00:00;2006-01-01;
910;RNTMCB0UG14;IVX262;IVX262965;OD;2002-07-21 00:00:00;2006-01-01;
911;RNTMCB0UG35;IVX262;IVX262966;OD;2002-07-21 00:00:00;2006-01-01;
912;RNTMCB0UG13;IVX262;IVX262967;OD;2002-07-21 00:00:00;2006-01-01;
913;RNTMCB0UG11;IVX262;IVX262968;OD;2002-07-21 00:00:00;2006-01-01;
914;RNTMCB0UG6 ;IVX262;IVX262969;OD;2002-07-21 00:00:00;2006-01-01;
915;RNTMCB0UG5 ;IVX262;IVX262970;OD;2002-07-21 00:00:00;2006-01-01;
916;RNTMCB0UG3 ;IVX262;IVX262971;OD;2002-07-21 00:00:00;2006-01-01;
917;RNTMCB0UG2 ;IVX262;IVX262972;OD;2002-07-21 00:00:00;2006-01-01;
918;PEGCSP0UG3 ;IVX240;IVX240973;OD;2002-03-15 00:00:00;2006-01-01;
919;PEGCSP0UG2 ;IVX240;IVX240974;OD;2002-03-15 00:00:00;2006-01-01;
920;RNTMCB0UG19;IVX262;IVX262975;OD;2002-07-21 00:00:00;2006-01-01;
921;RNTMCB0UG18;IVX262;IVX262976;OD;2002-07-21 00:00:00;2006-01-01;
922;RNTMCB0UG17;IVX262;IVX262977;OD;2002-07-21 00:00:00;2006-01-01;
923;RNTMCB0UG16;IVX262;IVX262978;OD;2002-07-21 00:00:00;2006-01-01;
924;ALBERL0G108;IVX127;IVX127979;OD;2002-08-05 00:00:00;2006-01-01;
925;ALBERL0G106;IVX127;IVX127980;OD;2002-08-05 00:00:00;2006-01-01;
926;RNTMCB0UG12;IVX262;IVX262981;OD;2002-07-21 00:00:00;2006-01-01;
927;ALBERL0G104;IVX127;IVX127982;OD;2002-08-05 00:00:00;2006-01-01;
928;RNTMCB0UG36;IVX262;IVX262983;OD;2002-07-21 00:00:00;2006-01-01;
929;RNTMCB0UG40;IVX262;IVX262984;OD;2002-07-21 00:00:00;2006-01-01;
930;ESBECA0UG2 ;IVX174;IVX174985;OD;2002-05-14 00:00:00;2006-01-01;2005-04-01 00:00:00
931;ESBECA0UG21;IVX174;IVX174986;OD;2002-05-14 00:00:00;2006-01-01;2005-08-01 00:00:00
932;ESBECA0UG20;IVX174;IVX174987;OD;2002-05-14 00:00:00;2006-01-01;2005-05-01 00:00:00
933;ESBECA0UG19;IVX174;IVX174988;OD;2002-05-14 00:00:00;2006-01-01;2005-03-01 00:00:00
934;ESBECA0UG18;IVX174;IVX174989;OD;2002-05-14 00:00:00;2006-01-01;2005-11-01 00:00:00
935;ESBECA0UG17;IVX174;IVX174990;OD;2002-05-14 00:00:00;2006-01-01;2005-07-01 00:00:00
936;ESBECA0UG16;IVX174;IVX174991;OD;2002-05-14 00:00:00;2006-01-01;2005-05-01 00:00:00
937;ESBETU0UG26;IVX79;IVX79992;OD;2002-02-16 00:00:00;2006-01-01;2005-02-01 00:00:00
938;ESBETU0UG24;IVX79;IVX79993;OD;2002-02-16 00:00:00;2006-01-01;2005-04-01 00:00:00
939;ESBETU0UG23;IVX79;IVX79994;OD;2002-02-16 00:00:00;2006-01-01;2005-07-01 00:00:00
940;ESBETU0UG22;IVX79;IVX79995;OD;2002-02-16 00:00:00;2006-01-01;2005-05-01 00:00:00
