id_unidadegeradora;uge_id;instal;maquina;id_tpcombustivel;dtini_oper;din_des;din_iniapur
941;ESBETU0UG21;IVX79;IVX79996;OD;2002-02-16 00:00:00;2006-01-01;2005-10-01 00:00:00
942;ESBETU0UG19;IVX79;IVX79997;OD;2002-02-16 00:00:00;2006-01-01;2005-09-01 00:00:00
943;RNTMCB0UG38;IVX262;IVX262998;OD;2002-07-21 00:00:00;2006-01-01;
944;ESBETU0UG18;IVX79;IVX79999;OD;2002-02-16 00:00:00;2006-01-01;2005-09-01 00:00:00
945;ESBETU0UG16;IVX79;IVX791000;OD;2002-02-16 00:00:00;2006-01-01;2005-03-01 00:00:00
946;ESBETU0UG13;IVX79;IVX791001;OD;2002-02-16 00:00:00;2006-01-01;2005-09-01 00:00:00
947;ESBETU0UG12;IVX79;IVX791002;OD;2002-02-16 00:00:00;2006-01-01;2005-05-01 00:00:00
948;ESBETU0UG11;IVX79;IVX791003;OD;2002-02-16 00:00:00;2006-01-01;2005-09-01 00:00:00
949;ESBETU0UG10;IVX79;IVX791004;OD;2002-02-16 00:00:00;2006-01-01;2005-10-01 00:00:00
950;ESBETU0UG7 ;IVX79;IVX791005;OD;2002-02-16 00:00:00;2006-01-01;2005-10-01 00:00:00
951;ESBETU0UG6 ;IVX79;IVX791006;OD;2002-02-16 00:00:00;2006-01-01;2005-03-01 00:00:00
952;ESBETU0UG5 ;IVX79;IVX791007;OD;2002-02-16 00:00:00;2006-01-01;2005-07-01 00:00:00
953;ESBETU0UG4 ;IVX79;IVX791008;OD;2002-02-16 00:00:00;2006-01-01;2005-05-01 00:00:00
954;ESBETU0UG2 ;IVX79;IVX791009;OD;2002-02-16 00:00:00;2006-01-01;2005-03-01 00:00:00
955;RNTMCB0UG43;IVX262;IVX2621010;OD;2002-07-21 00:00:00;2006-01-01;
956;RNTMCB0UG42;IVX262;IVX2621011;OD;2002-07-21 00:00:00;2006-01-01;
957;RNTMCB0UG41;IVX262;IVX2621012;OD;2002-07-21 00:00:00;2006-01-01;
958;ESBETU0UG17;IVX79;IVX791013;OD;2002-02-16 00:00:00;2006-01-01;2005-04-01 00:00:00
959;ALBERL0UG36;IVX127;IVX1271014;OD;2002-08-05 00:00:00;2006-01-01;
960;ALBERL0G103;IVX127;IVX1271015;OD;2002-08-05 00:00:00;2006-01-01;
961;ALBERL0G101;IVX127;IVX1271016;OD;2002-08-05 00:00:00;2006-01-01;
962;ALBERL0UG57;IVX127;IVX1271017;OD;2002-08-05 00:00:00;2006-01-01;
963;ALBERL0UG56;IVX127;IVX1271018;OD;2002-08-05 00:00:00;2006-01-01;
964;ALBERL0UG53;IVX127;IVX1271019;OD;2002-08-05 00:00:00;2006-01-01;
965;ALBERL0UG52;IVX127;IVX1271020;OD;2002-08-05 00:00:00;2006-01-01;
966;ALBERL0UG51;IVX127;IVX1271021;OD;2002-08-05 00:00:00;2006-01-01;
967;ALBERL0UG50;IVX127;IVX1271022;OD;2002-08-05 00:00:00;2006-01-01;
968;ALBERL0UG47;IVX127;IVX1271023;OD;2002-08-05 00:00:00;2006-01-01;
969;ALBERL0UG46;IVX127;IVX1271024;OD;2002-08-05 00:00:00;2006-01-01;
970;ALBERL0UG45;IVX127;IVX1271025;OD;2002-08-05 00:00:00;2006-01-01;
971;ALBERL0UG44;IVX127;IVX1271026;OD;2002-08-05 00:00:00;2006-01-01;
972;ALBERL0UG42;IVX127;IVX1271027;OD;2002-08-05 00:00:00;2006-01-01;
973;ALBERL0UG34;IVX127;IVX1271028;OD;2002-08-05 00:00:00;2006-01-01;
974;ALBERL0UG33;IVX127;IVX1271029;OD;2002-08-05 00:00:00;2006-01-01;
975;ALBERL0UG58;IVX127;IVX1271030;OD;2002-08-05 00:00:00;2006-01-01;
976;ALBERL0UG32;IVX127;IVX1271031;OD;2002-08-05 00:00:00;2006-01-01;
977;ALBERL0UG29;IVX127;IVX1271032;OD;2002-08-05 00:00:00;2006-01-01;
978;ALBERL0UG27;IVX127;IVX1271033;OD;2002-08-05 00:00:00;2006-01-01;
979;ALBERL0UG26;IVX127;IVX1271034;OD;2002-08-05 00:00:00;2006-01-01;
980;ALBERL0UG24;IVX127;IVX1271035;OD;2002-08-05 00:00:00;2006-01-01;
981;ALBERL0UG23;IVX127;IVX1271036;OD;2002-08-05 00:00:00;2006-01-01;
982;ALBERL0UG22;IVX127;IVX1271037;OD;2002-08-05 00:00:00;2006-01-01;
983;ALBERL0UG20;IVX127;IVX1271038;OD;2002-08-05 00:00:00;2006-01-01;
984;ALBERL0UG18;IVX127;IVX1271039;OD;2002-08-05 00:00:00;2006-01-01;
985;ALBERL0UG17;IVX127;IVX1271040;OD;2002-08-05 00:00:00;2006-01-01;
986;ALBERL0UG16;IVX127;IVX1271041;OD;2002-08-05 00:00:00;2006-01-01;
987;ALBERL0UG15;IVX127;IVX1271042;OD;2002-08-05 00:00:00;2006-01-01;
988;ALBERL0UG39;IVX127;IVX1271043;OD;2002-08-05 00:00:00;2006-01-01;
989;ALBERL0UG38;IVX127;IVX1271044;OD;2002-08-05 00:00:00;2006-01-01;
990;ALBERL0UG30;IVX127;IVX1271045;OD;2002-08-05 00:00:00;2006-01-01;
991;ALBERL0G102;IVX127;IVX1271046;OD;2002-08-05 00:00:00;2006-01-01;
992;ALBERL0UG59;IVX127;IVX1271047;OD;2002-08-05 00:00:00;2006-01-01;
993;RNTMCB0UG7 ;IVX262;IVX2621048;OD;2002-07-21 00:00:00;2006-01-01;
994;ALBERL0G100;IVX127;IVX1271049;OD;2002-08-05 00:00:00;2006-01-01;
995;ALBERL0UG99;IVX127;IVX1271050;OD;2002-08-05 00:00:00;2006-01-01;
996;ALBERL0UG98;IVX127;IVX1271051;OD;2002-08-05 00:00:00;2006-01-01;
997;ALBERL0UG96;IVX127;IVX1271052;OD;2002-08-05 00:00:00;2006-01-01;
998;ALBERL0UG94;IVX127;IVX1271053;OD;2002-08-05 00:00:00;2006-01-01;
999;ALBERL0UG93;IVX127;IVX1271054;OD;2002-08-05 00:00:00;2006-01-01;
1000;RNTMCB0UG9 ;IVX262;IVX2621055;OD;2002-07-21 00:00:00;2006-01-01;
1001;ALBERL0UG92;IVX127;IVX1271056;OD;2002-08-05 00:00:00;2006-01-01;
1002;ALBERL0UG91;IVX127;IVX1271057;OD;2002-08-05 00:00:00;2006-01-01;
1003;ALBERL0UG88;IVX127;IVX1271058;OD;2002-08-05 00:00:00;2006-01-01;
1004;ALBERL0UG87;IVX127;IVX1271059;OD;2002-08-05 00:00:00;2006-01-01;
1005;ALBERL0UG86;IVX127;IVX1271060;OD;2002-08-05 00:00:00;2006-01-01;
1006;ALBERL0UG85;IVX127;IVX1271061;OD;2002-08-05 00:00:00;2006-01-01;
1007;ALBERL0UG61;IVX127;IVX1271062;OD;2002-08-05 00:00:00;2006-01-01;
1008;ALBERL0UG82;IVX127;IVX1271063;OD;2002-08-05 00:00:00;2006-01-01;
1009;ALBERL0UG80;IVX127;IVX1271064;OD;2002-08-05 00:00:00;2006-01-01;
1010;ALBERL0UG79;IVX127;IVX1271065;OD;2002-08-05 00:00:00;2006-01-01;
1011;ALBERL0UG77;IVX127;IVX1271066;OD;2002-08-05 00:00:00;2006-01-01;
1012;ALBERL0UG75;IVX127;IVX1271067;OD;2002-08-05 00:00:00;2006-01-01;
1013;ALBERL0UG74;IVX127;IVX1271068;OD;2002-08-05 00:00:00;2006-01-01;
1014;ALBERL0UG73;IVX127;IVX1271069;OD;2002-08-05 00:00:00;2006-01-01;
1015;ALBERL0UG71;IVX127;IVX1271070;OD;2002-08-05 00:00:00;2006-01-01;
1016;ALBERL0UG70;IVX127;IVX1271071;OD;2002-08-05 00:00:00;2006-01-01;
1017;ALBERL0UG68;IVX127;IVX1271072;OD;2002-08-05 00:00:00;2006-01-01;
1018;ALBERL0UG67;IVX127;IVX1271073;OD;2002-08-05 00:00:00;2006-01-01;
1019;ALBERL0UG65;IVX127;IVX1271074;OD;2002-08-05 00:00:00;2006-01-01;
1020;ALBERL0UG64;IVX127;IVX1271075;OD;2002-08-05 00:00:00;2006-01-01;
1021;ALBERL0UG63;IVX127;IVX1271076;OD;2002-08-05 00:00:00;2006-01-01;
1022;ALBERL0UG81;IVX127;IVX1271077;OD;2002-08-05 00:00:00;2006-01-01;
1023;RRUTMS0UG14;IVX363;IVX3631078;OL;;2022-10-04;2022-10-04 00:00:00
1025;GOENDA0UG4 ;IVX47;IVX471080;DO;2002-07-16 00:00:00;2006-01-01;
1026;PEULG-0UG5 ;IVX75;IVX751081;HD;1989-04-30 00:00:00;;1996-01-01 00:00:00
1027;GOUSBL0UG2 ;IVX191;IVX1911082;HD;2014-05-17 00:00:00;;2014-05-17 00:00:00
1028;GOUSBL0UG1 ;IVX191;IVX1911083;HD;2014-05-17 00:00:00;;2014-05-17 00:00:00
1029;PIEGMB0UG2 ;IVX245;IVX2451084;OD;2008-01-01 00:00:00;2013-01-01;
1030;PIEGNZ0UG7 ;IVX78;IVX781085;OD;2008-05-26 00:00:00;2013-01-01;
1031;PIEGNZ0UG6 ;IVX78;IVX781086;OD;2008-05-26 00:00:00;2013-01-01;
1032;MGSGRA0UG4 ;IVX73;IVX731087;HD;1956-02-28 00:00:00;;1996-01-01 00:00:00
1033;MGSGRA0UG3 ;IVX73;IVX731088;HD;1956-02-28 00:00:00;;1996-01-01 00:00:00
1034;MGSGRA0UG2 ;IVX73;IVX731089;HD;1958-03-31 00:00:00;;1996-01-01 00:00:00
1035;MGSGRA0UG1 ;IVX73;IVX731090;HD;1958-02-28 00:00:00;;1996-01-01 00:00:00
1036;MGSCLA0UG3 ;IVX210;IVX2101091;HD;2002-03-30 00:00:00;;2002-06-01 00:00:00
1037;MGSCLA0UG2 ;IVX210;IVX2101092;HD;2002-04-04 00:00:00;;2002-04-04 00:00:00
1038;PIEGNZ0UG4 ;IVX78;IVX781093;OD;2008-05-26 00:00:00;2013-01-01;
1039;PEULG-0UG6 ;IVX75;IVX751094;HD;1990-01-31 00:00:00;;1996-01-01 00:00:00
1040;PIEGNZ0UG3 ;IVX78;IVX781095;OD;2008-05-26 00:00:00;2013-01-01;
1041;RJUTTR0UG31;IVX85;IVX851096;GS;2007-07-19 00:00:00;;2007-08-01 00:00:00
1042;RJUTTR0UG28;IVX85;IVX851097;CC;2006-01-13 00:00:00;;2006-01-13 00:00:00
1043;RJUTTR0UG22;IVX85;IVX851098;GS;2004-11-26 00:00:00;;2004-11-26 00:00:00
1044;MGSCLA0UG1 ;IVX210;IVX2101099;HD;2002-02-20 00:00:00;;2002-02-20 00:00:00
1045;MGSCAR0UG4 ;IVX71;IVX711100;HD;2001-04-01 00:00:00;;2001-04-01 00:00:00
1046;MGSCAR0UG2 ;IVX71;IVX711101;HD;2001-04-01 00:00:00;;2001-04-01 00:00:00
1047;PBGIMR0UG1 ;IVX52;IVX521102;OL;2002-06-27 00:00:00;2005-01-01;
1048;SEBGCP0UG1 ;IVX296;IVX2961103;OD;2002-06-23 00:00:00;2005-01-01;
1049;ALBGPP0UG1 ;IVX129;IVX1291104;OD;2002-06-26 00:00:00;2005-01-01;
1050;ALBGMD0UG1 ;IVX128;IVX1281105;OD;2002-06-09 00:00:00;2005-01-01;
1051;BANGCD0UG2 ;IVX74;IVX741106;DO;2002-10-29 00:00:00;2005-01-01;
1052;BANGCD0UG1 ;IVX74;IVX741107;DO;2002-10-29 00:00:00;2005-01-01;
1053;CECGCG0UG1 ;IVX160;IVX1601108;OD;2002-05-28 00:00:00;2004-07-09;
1054;CECGMG0UG1 ;IVX163;IVX1631109;OD;2002-04-21 00:00:00;2003-06-26;
1055;CECGPJ0UG1 ;IVX164;IVX1641110;OD;2002-04-23 00:00:00;2004-07-09;
1056;PEUPF10UG1 ;IVX241;IVX2411111;OD;2009-06-18 00:00:00;2023-12-31;2009-06-18 00:00:00
1057;PIEGMB0UG4 ;IVX245;IVX2451112;OD;2008-01-01 00:00:00;2013-01-01;
1058;MGUSFU0UG7 ;IVX51;IVX511113;HD;1973-04-01 00:00:00;;1996-01-01 00:00:00
1059;MGUSFU0UG6 ;IVX51;IVX511114;HD;1965-03-01 00:00:00;;1996-01-01 00:00:00
1060;MGUSFU0UG5 ;IVX51;IVX511115;HD;1965-01-01 00:00:00;;1996-01-01 00:00:00
1061;CEEGCC0UG4 ;IVX344;IVX3441116;OD;2008-01-01 00:00:00;2013-01-01;
1062;CEEGCC0UG2 ;IVX344;IVX3441117;OD;2008-01-01 00:00:00;2013-01-01;
1063;CEEGTE0UG7 ;IVX38;IVX381118;OD;2008-01-01 00:00:00;2013-01-01;
1064;CEEGTE0UG5 ;IVX38;IVX381119;OD;2008-01-01 00:00:00;2013-01-01;
1065;CEEGTE0UG4 ;IVX38;IVX381120;OD;2008-01-01 00:00:00;2013-01-01;
1066;CEEGTE0UG2 ;IVX38;IVX381121;OD;2008-01-01 00:00:00;2013-01-01;
1067;AMUTSJ0UG3 ;IVX138;IVX1381122;DO;2017-06-07 00:00:00;2018-01-01;
1068;AMUTSJ0UG2 ;IVX138;IVX1381123;DO;2017-06-07 00:00:00;2018-01-01;
1069;CEEGTI0UG7 ;IVX168;IVX1681124;OD;2008-01-01 00:00:00;2013-01-01;
1070;CEEGTI0UG6 ;IVX168;IVX1681125;OD;2008-01-01 00:00:00;2013-01-01;
1071;PIEGMB0UG3 ;IVX245;IVX2451126;OD;2008-01-01 00:00:00;2013-01-01;
1072;CEEGTI0UG4 ;IVX168;IVX1681127;OD;2008-01-01 00:00:00;2013-01-01;
1073;PIEGCM0UG8 ;IVX244;IVX2441128;OD;2008-01-01 00:00:00;2013-01-01;
1074;PIEGCM0UG7 ;IVX244;IVX2441129;OD;2008-01-01 00:00:00;2013-01-01;
1075;PIEGCM0UG6 ;IVX244;IVX2441130;OD;2008-01-01 00:00:00;2013-01-01;
1076;PIEGCM0UG3 ;IVX244;IVX2441131;OD;2008-01-01 00:00:00;2013-01-01;
1077;PIEGCM0UG2 ;IVX244;IVX2441132;OD;2008-01-01 00:00:00;2013-01-01;
1078;ROUHJI0UG29;IVX341;IVX3411133;HD;2015-12-11 00:00:00;;2015-12-11 00:00:00
1079;PIEGAT0UG8 ;IVX343;IVX3431134;OD;2008-05-26 00:00:00;2013-01-01;
1080;PIEGAT0UG7 ;IVX343;IVX3431135;OD;2008-05-26 00:00:00;2013-01-01;
1081;PIEGAT0UG4 ;IVX343;IVX3431136;OD;2008-05-26 00:00:00;2013-01-01;
1082;PIEGAT0UG3 ;IVX343;IVX3431137;OD;2008-05-26 00:00:00;2013-01-01;
1083;PIEGAT0UG2 ;IVX343;IVX3431138;OD;2008-05-26 00:00:00;2013-01-01;
1084;PIEGMB0UG8 ;IVX245;IVX2451139;OD;2008-01-01 00:00:00;2013-01-01;
1085;PIEGMB0UG6 ;IVX245;IVX2451140;OD;2008-01-01 00:00:00;2013-01-01;
1086;CEEGTI0UG2 ;IVX168;IVX1681141;OD;2008-01-01 00:00:00;2013-01-01;
1087;CEEGCC0UG5 ;IVX344;IVX3441142;OD;2008-01-01 00:00:00;2013-01-01;
1088;CECGJB0UG1 ;IVX162;IVX1621143;OD;2002-04-22 00:00:00;2003-06-26;
1089;RJUTTR0UG21;IVX85;IVX851144;GS;2004-11-05 00:00:00;;2004-11-05 00:00:00
1090;RSUJAC0UG4 ;IVX280;IVX2801145;HD;1968-01-01 00:00:00;;1996-01-01 00:00:00
1091;RSUJAC0UG3 ;IVX280;IVX2801146;HD;1962-03-01 00:00:00;;1996-01-01 00:00:00
1092;RJUTME0UG5 ;IVX259;IVX2591147;GS;2001-12-19 00:00:00;;2001-12-19 00:00:00
1093;RJUTME0UG4 ;IVX259;IVX2591148;GS;2001-12-19 00:00:00;;2001-12-19 00:00:00
1094;RJUTME0UG3 ;IVX259;IVX2591149;GS;2001-12-19 00:00:00;;2001-12-19 00:00:00
1095;GOMAXA0UG9 ;IVX185;IVX1851150;OD;2002-07-16 00:00:00;2006-01-01;
1096;ESBECA0UG28;IVX174;IVX1741151;OD;2002-05-14 00:00:00;2006-01-01;2005-07-01 00:00:00
1097;ESBECA0UG8 ;IVX174;IVX1741152;OD;2002-05-14 00:00:00;2006-01-01;2005-08-01 00:00:00
1098;ESBETU0UG15;IVX79;IVX791153;OD;2002-02-16 00:00:00;2006-01-01;2005-07-01 00:00:00
1099;ESBETU0UG8 ;IVX79;IVX791154;OD;2002-02-16 00:00:00;2006-01-01;2005-12-01 00:00:00
1100;MGUSFU0UG4 ;IVX51;IVX511155;HD;1964-03-01 00:00:00;;1996-01-01 00:00:00
1101;MGUSFU0UG3 ;IVX51;IVX511156;HD;1964-02-01 00:00:00;;1996-01-01 00:00:00
1102;MGUSFU0UG2 ;IVX51;IVX511157;HD;1963-04-01 00:00:00;;1996-01-01 00:00:00
1103;RSUJAC0UG5 ;IVX280;IVX2801158;HD;1968-02-01 00:00:00;;1996-01-01 00:00:00
1104;SPNPI-0UG41;IVX59;IVX591159;GS;2004-12-31 00:00:00;;2004-12-31 00:00:00
1105;SPNPI-0UG31;IVX59;IVX591160;GS;2004-12-31 00:00:00;;2004-12-31 00:00:00
1106;SPNAV-0UG3 ;IVX304;IVX3041161;HD;1984-04-01 00:00:00;;1996-01-01 00:00:00
1107;SPNAV-0UG2 ;IVX304;IVX3041162;HD;1985-01-01 00:00:00;;1996-01-01 00:00:00
1108;SPNAV-0UG1 ;IVX304;IVX3041163;HD;1982-04-01 00:00:00;;1996-01-01 00:00:00
1109;SPLMO-0UG2 ;IVX320;IVX3201164;HD;1980-01-01 00:00:00;;1996-01-01 00:00:00
1110;ESBECA0UG1 ;IVX174;IVX1741165;OD;2002-05-14 00:00:00;2006-01-01;2005-06-01 00:00:00
1111;SPLMO-0UG1 ;IVX320;IVX3201166;HD;1980-01-01 00:00:00;;1996-01-01 00:00:00
1112;SPJUR-0UG2 ;IVX303;IVX3031167;HD;1962-11-17 00:00:00;;1996-01-01 00:00:00
1113;SPJUR-0UG1 ;IVX303;IVX3031168;HD;1962-09-21 00:00:00;;1996-01-01 00:00:00
1114;SPJUP-0UG9 ;IVX302;IVX3021169;HD;1970-01-01 00:00:00;;1996-01-01 00:00:00
1115;SPJUP-0UG8 ;IVX302;IVX3021170;HD;1971-01-01 00:00:00;;1996-01-01 00:00:00
1116;ESBETU0UG1 ;IVX79;IVX791171;OD;2002-02-16 00:00:00;2006-01-01;2005-02-01 00:00:00
1117;RNTMCB0UG37;IVX262;IVX2621172;OD;2002-07-21 00:00:00;2006-01-01;
1118;SPNPI-0UG32;IVX59;IVX591173;GS;2004-12-31 00:00:00;;2004-12-31 00:00:00
1119;MGSCAR0UG1 ;IVX71;IVX711174;HD;2001-04-01 00:00:00;;2001-04-01 00:00:00
1120;GOMAXA0UG16;IVX185;IVX1851175;OD;2002-07-16 00:00:00;2006-01-01;
1121;GOMAXA0UG30;IVX185;IVX1851176;OD;2002-07-16 00:00:00;2006-01-01;
1122;RJUTTR0UG18;IVX85;IVX851177;CC;2005-03-04 00:00:00;;2008-05-02 00:00:00
1123;RJUTTR0UG12;IVX85;IVX851178;GS;2005-03-04 00:00:00;;2005-03-04 00:00:00
1124;RJUTTR0UG1 ;IVX85;IVX851179;GS;2005-03-04 00:00:00;;2005-03-04 00:00:00
1125;RJUTNF0UG4 ;IVX260;IVX2601180;CC;2004-12-09 00:00:00;;2004-12-09 00:00:00
1126;RJUTNF0UG3 ;IVX260;IVX2601181;GS;2004-04-01 00:00:00;;2004-04-01 00:00:00
1127;RJUTNF0UG2 ;IVX260;IVX2601182;GS;2004-03-06 00:00:00;;2004-03-06 00:00:00
1128;RJUTNF0UG1 ;IVX260;IVX2601183;GS;2004-03-06 00:00:00;;2004-03-06 00:00:00
1129;RJUTME0UG9 ;IVX259;IVX2591184;GS;2002-02-28 00:00:00;;2002-02-28 00:00:00
1130;RJUTME0UG8 ;IVX259;IVX2591185;GS;2001-12-22 00:00:00;;2001-12-22 00:00:00
1131;RJUTME0UG7 ;IVX259;IVX2591186;GS;2001-12-22 00:00:00;;2001-12-22 00:00:00
1132;RJUTME0UG6 ;IVX259;IVX2591187;GS;2002-01-03 00:00:00;;2002-01-03 00:00:00
1133;CECGAQ0UG1 ;IVX159;IVX1591188;OD;2002-04-22 00:00:00;2004-07-09;
1134;CECGD20UG1 ;IVX46;IVX461189;OD;2002-04-17 00:00:00;2003-06-26;
1135;GOMAXA0UG23;IVX185;IVX1851190;OD;2002-07-16 00:00:00;2006-01-01;
1136;CECGD10UG1 ;IVX45;IVX451191;OD;2002-04-20 00:00:00;2003-06-26;
1137;MGCUSL0UG1 ;IVX204;IVX2041192;OD;2002-07-13 00:00:00;2005-01-01;
1138;SPPAR-0UG2 ;IVX338;IVX3381193;HD;1978-01-02 00:00:00;;1996-01-01 00:00:00
1139;SPPAR-0UG1 ;IVX338;IVX3381194;HD;1978-01-02 00:00:00;;1996-01-01 00:00:00
1140;SPORI-0UG3 ;IVX61;IVX611195;HD;2005-12-07 00:00:00;;2005-12-07 00:00:00
1141;SPORI-0UG2 ;IVX61;IVX611196;HD;2005-12-09 00:00:00;;2005-12-09 00:00:00
1142;SPORI-0UG1 ;IVX61;IVX611197;HD;2005-12-07 00:00:00;;2005-12-07 00:00:00
1143;SPNPI-0UG42;IVX59;IVX591198;GS;2004-12-31 00:00:00;;2004-12-31 00:00:00
1144;PEULG-0UG4 ;IVX75;IVX751199;HD;1989-02-28 00:00:00;;1996-01-01 00:00:00
1145;PEULG-0UG3 ;IVX75;IVX751200;HD;1989-01-31 00:00:00;;1996-01-01 00:00:00
1146;PEULG-0UG2 ;IVX75;IVX751201;HD;1988-03-31 00:00:00;;1996-01-01 00:00:00
1147;SPEUC-0UG2 ;IVX335;IVX3351202;HD;1980-01-01 00:00:00;;1996-01-01 00:00:00
1148;SPEUC-0UG1 ;IVX335;IVX3351203;HD;1980-01-01 00:00:00;;1996-01-01 00:00:00
1149;SPCUB-0UG1 ;IVX43;IVX431204;GS;2010-03-02 00:00:00;;2010-03-02 00:00:00
1150;BAEGJG0UG1 ;IVX145;IVX1451205;OD;2008-01-01 00:00:00;2011-02-15;2008-01-01 00:00:00
1151;RNTMCB0UG30;IVX262;IVX2621206;OD;2002-07-21 00:00:00;2006-01-01;
1152;CEEGCC0UG6 ;IVX344;IVX3441207;OD;2008-01-01 00:00:00;2013-01-01;
1153;CEEGCT0UG2 ;IVX106;IVX1061208;OD;2008-01-01 00:00:00;2013-01-01;
1154;PYIT500UG8 ;IVX113;IVX1131209;HD;1988-02-01 00:00:00;;1996-01-01 00:00:00
1155;PYIT500UG7 ;IVX113;IVX1131210;HD;1987-04-01 00:00:00;;1996-01-01 00:00:00
1156;PYIT500UG6 ;IVX113;IVX1131211;HD;1987-03-01 00:00:00;;1996-01-01 00:00:00
1157;RNPEPM0UG5 ;IVX261;IVX2611212;OD;2002-07-06 00:00:00;2005-01-01;
1158;RNPEPM0UG4 ;IVX261;IVX2611213;OD;2002-07-06 00:00:00;2005-01-01;
1159;RNPEPM0UG3 ;IVX261;IVX2611214;OD;2002-07-06 00:00:00;2005-01-01;
1160;CECGCG0UG9 ;IVX160;IVX1601215;OD;2002-05-28 00:00:00;2004-07-09;
1161;CECGCG0UG7 ;IVX160;IVX1601216;OD;2002-05-28 00:00:00;2004-07-09;
1162;CECGCG0UG6 ;IVX160;IVX1601217;OD;2002-05-28 00:00:00;2004-07-09;
1163;PYIT500UG5 ;IVX113;IVX1131218;HD;1987-02-01 00:00:00;;1996-01-01 00:00:00
1164;PYIT500UG4 ;IVX113;IVX1131219;HD;1986-01-01 00:00:00;;1996-01-01 00:00:00
1165;PYIT500UG3 ;IVX113;IVX1131220;HD;1985-04-01 00:00:00;;1996-01-01 00:00:00
1166;CECGCG0UG5 ;IVX160;IVX1601221;OD;2002-05-28 00:00:00;2004-07-09;
1167;BAUGD-0UG5 ;IVX348;IVX3481222;OL;2010-05-27 00:00:00;;2010-05-27 00:00:00
1168;CECGCG0UG3 ;IVX160;IVX1601223;OD;2002-05-28 00:00:00;2004-07-09;
1169;CECGPJ0UG5 ;IVX164;IVX1641224;OD;2002-04-23 00:00:00;2004-07-09;
1170;CECGPJ0UG4 ;IVX164;IVX1641225;OD;2002-04-23 00:00:00;2004-07-09;
1171;CECGPJ0UG2 ;IVX164;IVX1641226;OD;2002-04-23 00:00:00;2004-07-09;
1172;CECGCL0UG6 ;IVX161;IVX1611227;OD;2002-04-21 00:00:00;2004-07-09;
1173;CECGCL0UG5 ;IVX161;IVX1611228;OD;2002-04-21 00:00:00;2004-07-09;
1174;CECGCL0UG3 ;IVX161;IVX1611229;OD;2002-04-21 00:00:00;2004-07-09;
1175;CECGPP0UG8 ;IVX165;IVX1651230;OD;2002-04-22 00:00:00;2004-07-09;
1176;CECGPP0UG7 ;IVX165;IVX1651231;OD;2002-04-22 00:00:00;2004-07-09;
1177;CECGPP0UG6 ;IVX165;IVX1651232;OD;2002-04-22 00:00:00;2004-07-09;
1178;CECGPP0UG5 ;IVX165;IVX1651233;OD;2002-04-22 00:00:00;2004-07-09;
1179;CECGPP0UG2 ;IVX165;IVX1651234;OD;2002-04-22 00:00:00;2004-07-09;
1180;CECGMG0UG10;IVX163;IVX1631235;OD;2002-04-21 00:00:00;2004-07-09;
1181;CECGMG0UG9 ;IVX163;IVX1631236;OD;2002-04-21 00:00:00;2004-07-09;
1182;CECGCG0UG2 ;IVX160;IVX1601237;OD;2002-05-28 00:00:00;2004-07-09;
1183;CECGMG0UG8 ;IVX163;IVX1631238;OD;2002-04-21 00:00:00;2004-07-09;
1184;BAUGD-0UG6 ;IVX348;IVX3481239;OL;2010-05-27 00:00:00;;2010-05-27 00:00:00
1185;BAUGD-0UG8 ;IVX348;IVX3481240;OL;2010-05-20 00:00:00;;2010-05-20 00:00:00
1186;MAUHET0UG7 ;IVX315;IVX3151241;HD;2012-08-09 00:00:00;;2012-08-09 00:00:00
1187;MAUHET0UG6 ;IVX315;IVX3151242;HD;2012-05-29 00:00:00;;2012-05-29 00:00:00
1188;MAUHET0UG5 ;IVX315;IVX3151243;HD;2012-03-02 00:00:00;;2012-03-02 00:00:00
1189;AMBA--0UG4 ;IVX131;IVX1311244;HD;1989-09-15 00:00:00;;2015-05-01 00:00:00
1190;AMBA--0UG3 ;IVX131;IVX1311245;HD;1989-04-22 00:00:00;;2015-05-01 00:00:00
1191;AMBA--0UG2 ;IVX131;IVX1311246;HD;1989-03-13 00:00:00;;2015-05-01 00:00:00
1192;MAUHET0UG4 ;IVX315;IVX3151247;HD;2011-12-23 00:00:00;;2011-12-23 00:00:00
1193;MAGM2-0UG01;IVX194;IVX1941248;OL;2010-02-06 00:00:00;;2010-02-06 00:00:00
1194;MAGM1-0UG2 ;IVX345;IVX3451249;OL;2010-01-09 00:00:00;;2010-01-09 00:00:00
1195;MAUHET0UG3 ;IVX315;IVX3151250;HD;2011-09-30 00:00:00;;2011-09-30 00:00:00
1196;MAUHET0UG2 ;IVX315;IVX3151251;HD;2011-07-02 00:00:00;;2011-07-02 00:00:00
1197;MAUHET0UG1 ;IVX315;IVX3151252;HD;2011-04-29 00:00:00;;2011-04-29 00:00:00
1198;MAGM2-0UG04;IVX194;IVX1941253;OL;2010-02-06 00:00:00;;2010-02-06 00:00:00
1199;BAUGD-0UG7 ;IVX348;IVX3481254;OL;2010-05-20 00:00:00;;2010-05-20 00:00:00
1200;MAGM2-0UG03;IVX194;IVX1941255;OL;2010-02-06 00:00:00;;2010-02-06 00:00:00
1201;RNPEPM0UG13;IVX261;IVX2611256;OD;2002-07-06 00:00:00;2005-01-01;
1202;RNPEPM0UG12;IVX261;IVX2611257;OD;2002-07-06 00:00:00;2005-01-01;
